world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake,time,total_v
0.030201410874724388,-1.4118152856826782,-89.96239471435541,1.886099379442883,-0.0005566236172809555,-0.016909068532253678,-0.0004950286238454282,0.0,0.0,0,0.0,0.5141198635101318,1.8860994615779625
0.030591456219553947,-1.565543293952942,-89.95304107666016,1.8653243002231548,0.012813031863429487,0.39356218908157725,0.3530535399913788,0.00939969066530466,1.0,0,0.0,0.579120397567749,1.8653683064715492
0.031632088124752045,-1.7496362924575806,-89.91839599609375,1.9663699036273068,0.01059417567091534,0.3086884565981556,0.3210460841655731,0.006008983589708805,1.0,0,0.0,0.6745853424072266,1.9663984424448189
0.03245197609066963,-1.9127429723739624,-89.89471435546875,2.2360926463972817,0.01018459078794286,0.26095968969694844,0.30747565627098083,0.005102583207190037,1.0,0,0.0,0.7545773983001709,2.236115839835118
0.03315945714712143,-2.065606117248535,-89.87683868408203,2.5451745928277076,0.008020476245577467,0.18055261378460138,0.2546215355396271,0.0030883888248354197,1.0,0,0.0,0.8184638023376465,2.545187230051041
0.033572010695934296,-2.192424774169922,-89.86925506591797,2.7976222434782674,0.0019449693982106706,0.03983329843987369,0.09291151165962219,-0.00040283205453306437,1.0,0,0.0,0.8667216300964355,2.7976229195712445
0.033715005964040756,-2.340489149093628,-89.87356567382812,3.0786414047158943,-0.008371306632977256,-0.1557957884955633,-0.19669575989246368,-0.004632601514458656,1.0,0,0.0,0.9147562980651855,3.07865278613971
0.03345624357461929,-2.5000624656677246,-89.89360046386719,3.365588788874158,-0.019748686926715015,-0.3361977697873889,-0.5272853374481201,-0.008392531424760818,1.0,0,0.0,0.9615848064422607,3.365646729297469
0.03287864848971367,-2.6578776836395264,-89.92474365234375,3.6351249738757527,-0.0277602041401685,-0.43753974235428705,-0.7742454409599304,-0.010037568397819996,1.0,0,0.0,1.0120601654052734,3.6352309699149923
0.03203819319605827,-2.8292739391326904,-89.96446990966797,3.9142111728760556,-0.03251780495436345,-0.47598100147880457,-0.9321876764297485,-0.010373297147452831,1.0,0,0.0,1.0574939250946045,3.9143462434366736
0.030961936339735985,-3.0169029235839844,-90.01009368896479,4.205958448383877,-0.03528206556589265,-0.480619600452988,-1.0292948484420776,-0.010373297147452831,1.0,0,0.0,1.1064598560333252,4.206106429191052
0.029643647372722626,-3.219357490539551,-90.05973815917969,4.503728422627369,-0.03747239408553024,-0.47670736832584565,-1.1059670448303223,-0.010373297147452831,1.0,0,0.0,1.141381025314331,4.5038843108033
0.028073186054825783,-3.4340951442718506,-90.11236572265625,4.800339887011277,-0.03939747065132605,-0.47022881764255714,-1.1747592687606812,-0.010373297147452831,1.0,0,0.0,1.191678762435913,4.80050155624651
0.02619025483727455,-3.664700508117676,-90.1685562133789,5.100487976320452,-0.04121451185448789,-0.46296868874498803,-1.2409400939941406,-0.010373297147452831,1.0,0,0.0,1.237459659576416,5.100654490609701
0.024042440578341484,-3.902240753173828,-90.22607421875,5.388972678244646,-0.04276292900869891,-0.4546476879309422,-1.303125262260437,-0.010373297147452831,1.0,0,0.0,1.2924888134002686,5.389142343171562
0.02149977721273899,-4.157252788543701,-90.28742218017572,5.684473444837798,-0.044281868257528494,-0.44632328894727924,-1.3617157936096191,-0.010373297147452831,1.0,0,0.0,1.3393855094909668,5.684645919397485
0.018518446013331413,-4.429242134094238,-90.3526382446289,5.969676925754549,-0.045771687538833275,-0.4392990114748898,-1.4405333995819092,-0.010373297147452831,1.0,0,0.0,1.3738794326782227,5.969852397276371
0.015074323862791061,-4.716428279876709,-90.42089080810547,6.271563573225788,-0.047270590914331265,-0.4318467128609138,-1.4946649074554443,-0.010373297147452831,1.0,0,0.0,1.4195284843444824,6.271741716762418
