world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake,time,total_v
-0.0028281332924962044,-2.410809278488159,-89.97357940673828,4.853583629636971,-0.0004820043262200066,-0.005689984161625096,0.0021578676532953978,0.0,0.0,0,0.0,0.5135881900787354,4.853583653570644
-0.0027678662445396185,-2.6273863315582275,-89.9746322631836,4.846433552377637,-0.0034236946775746758,-0.04047578986913398,-0.07514285296201706,-0.002182010328397155,1.0,0,0.0,0.5640180110931396,4.846434761687912
-0.0028704802971333265,-2.84291934967041,-89.98143768310547,4.834893691882678,-0.006706299686500056,-0.07947277702630201,-0.17874398827552795,-0.002014162950217724,1.0,0,0.0,0.6087703704833984,4.834898342908814
-0.003038189373910427,-3.0547306537628174,-89.99038696289062,4.838704827582707,-0.007492397811907602,-0.08871845929585674,-0.2130337953567505,-0.002014162950217724,1.0,0,0.0,0.6457595825195312,4.838710628307624
-0.003252983558923006,-3.271113872528076,-90.00026702880854,4.87145570546116,-0.007724080788714671,-0.0908469445781604,-0.22479167580604553,-0.002014162950217724,1.0,0,0.0,0.6917266845703125,4.871461829029775
-0.0035101217217743397,-3.4899091720581055,-90.01043701171875,4.94159849845495,-0.007858999215268564,-0.09112175228668179,-0.22960378229618073,-0.002014162950217724,1.0,0,0.0,0.7420027256011963,4.941604747832518
-0.003807187546044588,-3.709153890609741,-90.02059936523438,5.041481835582664,-0.007999025918154323,-0.09090780518562663,-0.23315876722335815,-0.002014162950217724,1.0,0,0.0,0.7775204181671143,5.041488181373193
-0.004148373380303383,-3.931706428527832,-90.03080749511719,5.163721444308718,-0.008148949581699566,-0.09041929234558074,-0.2369537055492401,-0.002014162950217724,1.0,0,0.0,0.8249845504760742,5.163727874297114
-0.004549169912934303,-4.165709018707275,-90.04149627685547,5.30473304672032,-0.008296183466382659,-0.08960600186264833,-0.2415364533662796,-0.002014162950217724,1.0,0,0.0,0.870861291885376,5.304739534004168
-0.005012357607483864,-4.410061359405518,-90.05259704589844,5.456255002477565,-0.008450974898626276,-0.0887430692489928,-0.24759632349014282,-0.002014162950217724,1.0,0,0.0,0.9212150573730469,5.456261547161957
-0.0055444929748773575,-4.666209697723389,-90.06417846679688,5.62268716334235,-0.00861300692808041,-0.08776738843664975,-0.25348371267318726,-0.002014162950217724,1.0,0,0.0,0.9541900157928467,5.622693760174316
-0.006385020911693573,-5.029855728149414,-90.08040618896484,5.863276096974669,-0.00886336004957754,-0.0866124563441126,-0.2613505721092224,-0.002014162950217724,1.0,0,0.0,1.0198493003845215,5.863282796224815
-0.007040197495371103,-5.287508010864258,-90.0919418334961,6.023809739927143,-0.00902712779586799,-0.08586193253219966,-0.27015748620033264,-0.002014162950217724,1.0,0,0.0,1.0697662830352783,6.023816503835201
-0.007794567383825779,-5.562739849090576,-90.10415649414062,6.214389132292793,-0.009197326955852334,-0.08479797939655447,-0.27341607213020325,-0.002014162950217724,1.0,0,0.0,1.1148607730865479,6.2143959383339835
-0.008608928881585598,-5.83961820602417,-90.1164779663086,6.367426630811845,-0.009358882088217816,-0.08421362329133687,-0.28488197922706604,-0.002014162950217724,1.0,0,0.0,1.162867784500122,6.3674335086788165
-0.009535601362586021,-6.133771896362305,-90.1294937133789,6.574225575805338,-0.009515739083254341,-0.08293164125301486,-0.2896292507648468,-0.002014162950217724,1.0,0,0.0,1.1979076862335205,6.574232462490456
-0.010523570701479912,-6.4275360107421875,-90.14248657226562,6.729292920509701,-0.009676896742431787,-0.08239275299060624,-0.2986295223236084,-0.002014162950217724,1.0,0,0.0,1.2482292652130127,6.729299878319627
-0.011586114764213562,-6.724509239196777,-90.1555404663086,6.9254877459464526,-0.00982947604668771,-0.0813209328199447,-0.30407533049583435,-0.002014162950217724,1.0,0,0.0,1.293848991394043,6.925494721523786
-0.01316170021891594,-7.135191440582275,-90.17357635498047,7.162050548623494,-0.010027550314307836,-0.08021947658016848,-0.3131902813911438,-0.002014162950217724,1.0,0,0.0,1.3430695533752441,7.162057568380988
-0.01453323569148779,-7.469648838043213,-90.188232421875,7.34577954712184,-0.01017957191548036,-0.07939880864471614,-0.32084864377975464,-0.002014162950217724,1.0,0,0.0,1.3919410705566406,7.345786600398757
-0.015013284049928188,-7.582027435302734,-90.1931381225586,7.408365521810216,-0.010227483914410307,-0.0790985945996601,-0.3231067359447479,-0.002014162950217724,1.0,0,0.0,1.407921552658081,7.408372581490052
-0.015504634007811546,-7.694919109344482,-90.19805908203125,7.471060795252133,-0.010273699726394896,-0.07878924953810469,-0.32533031702041626,-0.002014162950217724,1.0,0,0.0,1.4264824390411377,7.4710678590988255
-0.016515815630555153,-7.920923709869385,-90.20787811279297,7.594930025393674,-0.010364361245649469,-0.0781881855721038,-0.32989880442619324,-0.002014162950217724,1.0,0,0.0,1.4593970775604248,7.594937097212219
-0.01869162730872631,-8.381854057312012,-90.22784423828125,7.842121068303475,-0.01053368650649764,-0.07696073824940713,-0.3391745090484619,-0.002014162950217724,1.0,0,0.0,1.51253080368042,7.8421281428245395
-0.02048182673752308,-8.7389497756958,-90.24325561523438,8.028834625277858,-0.010651876191067389,-0.07601441933529197,-0.34623271226882935,-0.002014162950217724,1.0,0,0.0,1.5567634105682373,8.028841691210944
-0.021706458181142807,-8.97341251373291,-90.25334930419928,8.149378072333624,-0.010724080240407247,-0.07539767909724965,-0.35075467824935913,-0.002014162950217724,1.0,0,0.0,1.5752720832824707,8.149385128445525
-0.022974610328674316,-9.20870590209961,-90.2634506225586,8.268730825139075,-0.010793000952128505,-0.07478693831826831,-0.3552190065383911,-0.002014162950217724,1.0,0,0.0,1.6246533393859863,8.268737869074982
-0.024996420368552208,-9.56966781616211,-90.2789306640625,8.448804432964996,-0.010887150559731294,-0.07383144542172881,-0.3619188368320465,-0.002014162950217724,1.0,0,0.0,1.6717498302459717,8.448811447566829
-0.027907125651836395,-10.062763214111328,-90.30001068115234,8.68920355302831,-0.011000918816624246,-0.07253897196654749,-0.3707982897758484,-0.002014162950217724,1.0,0,0.0,1.7037549018859863,8.689210516852185
-0.03029903769493103,-10.447688102722168,-90.31639099121094,8.872650155851199,-0.01108084572130763,-0.07155532595890207,-0.3775172531604767,-0.002014162950217724,1.0,0,0.0,1.755948543548584,8.872657075153317
-0.031158067286014557,-10.581958770751953,-90.32210540771484,8.93581058812381,-0.011104233027401864,-0.0711995139431191,-0.3798181712627411,-0.002014162950217724,1.0,0,0.0,1.7750108242034912,8.93581748755069
-0.03286551311612129,-10.843262672424316,-90.33317565917969,9.057571008498162,-0.011152428410437093,-0.0705472545152602,-0.3842391073703766,-0.002014162950217724,1.0,0,0.0,1.8067190647125244,9.057577874390363
-0.03552360087633133,-11.236628532409668,-90.35009002685553,9.108045540454851,-0.011031440158083716,-0.06939520250754988,-0.39474621415138245,-0.002014162950217724,1.0,0,0.0,1.8568542003631592,9.108052220956546
-0.03833511471748352,-11.636932373046875,-90.36768341064459,9.096983675554291,-0.010899479683803087,-0.0686484574301125,-0.4019836485385895,-0.002014162950217724,1.0,0,0.0,1.9028537273406982,9.096990205115022
-0.041248541325330734,-12.034577369689941,-90.38536834716797,9.08817657415661,-0.010816906971145845,-0.06819440948265951,-0.4053935408592224,-0.002014162950217724,1.0,0,0.0,1.9567484855651855,9.088183011390417
-0.045132916420698166,-12.541142463684082,-90.4080810546875,9.076952662915685,-0.010752840667778027,-0.06787433329569861,-0.4071521759033203,-0.002014162950217724,1.0,0,0.0,1.986527442932129,9.076959031988332
-0.048354990780353546,-12.94279670715332,-90.42611694335938,9.068054795913786,-0.010728280284310027,-0.06778575110699263,-0.4075916111469269,-0.002014162950217724,1.0,0,0.0,2.033909559249878,9.068061142145705
-0.04942051321268082,-13.072298049926758,-90.4319458007813,9.065185431411514,-0.010722085809077464,-0.06776805539065173,-0.4076327681541443,-0.002014162950217724,1.0,0,0.0,2.0500147342681885,9.065191772323388
-0.05059397965669632,-13.213045120239258,-90.4382553100586,9.062066991733344,-0.010720539703110113,-0.06778160033262048,-0.4076405167579651,-0.002014162950217724,1.0,0,0.0,2.0691182613372803,9.06207333299806
-0.05299017205834389,-13.49483871459961,-90.4509506225586,9.055823813026553,-0.01071168188811808,-0.06777228671678545,-0.40758293867111206,-0.002014162950217724,1.0,0,0.0,2.1001954078674316,9.055830148181206
-0.05650820955634117,-13.89603328704834,-90.468994140625,9.04693481449989,-0.010709125813628304,-0.06782268777811219,-0.407378613948822,-0.002014162950217724,1.0,0,0.0,2.1458663940429688,9.046941152853037
-0.0602153055369854,-14.304414749145508,-90.48741912841797,9.0378927100953,-0.010702123431760135,-0.06784615042426925,-0.40708234906196594,-0.002014162950217724,1.0,0,0.0,2.196424961090088,9.037899046495248
-0.06399280577898026,-14.706002235412598,-90.50552368164062,9.028999791253769,-0.010698682994836742,-0.06789114184215495,-0.4067613482475281,-0.002014162950217724,1.0,0,0.0,2.227782726287842,9.029006129817303
-0.06906171888113022,-15.224933624267578,-90.52890014648443,9.017513677756346,-0.010699160973090316,-0.06798065551041681,-0.4063228666782379,-0.002014162950217724,1.0,0,0.0,2.2814247608184814,9.01752002496076
-0.073001928627491,-15.614049911499023,-90.54644775390625,9.008903126227878,-0.010697362169293234,-0.06803418995941161,-0.4059843122959137,-0.002014162950217724,1.0,0,0.0,2.330085277557373,9.00890947736272
-0.07437184453010559,-15.746573448181152,-90.55235290527344,9.044603725294358,-0.010752788209966072,-0.06811676015797095,-0.4040118157863617,-0.002014162950217724,1.0,0,0.0,2.343731164932251,9.044610117084256
-0.0757465735077858,-15.878223419189453,-90.55819702148438,9.076587640974571,-0.010796833408389744,-0.06815476582779093,-0.40331605076789856,-0.002014162950217724,1.0,0,0.0,2.3632287979125977,9.076594062527198
-0.07838494330644608,-16.127357482910156,-90.56920623779291,9.145096267083732,-0.01087258612376632,-0.06811880336819268,-0.40253177285194397,-0.002014162950217724,1.0,0,0.0,2.3977019786834717,9.145102730279076
-0.08419983834028244,-16.661102294921875,-90.59246063232422,9.31286385395228,-0.011018251190762024,-0.06778784882454769,-0.40367773175239563,-0.002014162950217724,1.0,0,0.0,2.4447412490844727,9.312870371915965
-0.09019936621189117,-17.19239044189453,-90.6153564453125,9.499916873308734,-0.011129106340497921,-0.06712169703585405,-0.4072303771972656,-0.002014162950217724,1.0,0,0.0,2.495393991470337,9.49992339215343
