world_x,world_y
-144.1092071533,-149.5004882813
-143.4611816406,-150.4201812744
-142.8591766357,-151.2484893799
-142.3256225586,-151.9614868164
-141.6327362061,-152.8544311523
-140.9965820313,-153.6384887695
-140.4254608154,-154.3126525879
-139.5799560547,-155.2649993896
-139.0243988037,-155.865814209
-138.4642791748,-156.4544219971
-137.6304168701,-157.3021697998
-137.0377349854,-157.8868103027
-136.1661987305,-158.7232513428
-135.4669647217,-159.3778839111
-134.6705322266,-160.1100463867
-133.850189209,-160.8514556885
-133.0210113525,-161.5886535645
-132.4015350342,-162.1317901611
-131.5487060547,-162.8688964844
-130.7078552246,-163.5839538574
-129.8442993164,-164.3065948486
-128.9710388184,-165.0254669189
-128.2720031738,-165.5925292969
-127.5659408569,-166.1578674316
-126.5535125732,-166.9556274414
-125.813079834,-167.529586792
-125.174369812,-168.018447876
-124.4344406128,-168.5776367188
-123.6708602905,-169.1467590332
-122.9100494385,-169.7059020996
-122.136680603,-170.2662658691
-121.4639053345,-170.7468261719
-120.6668701172,-171.3063964844
-119.8417053223,-171.8738250732
-119.1298522949,-172.3528747559
-118.4109573364,-172.8258972168
-117.6778106689,-173.2963104248
-116.9301834106,-173.7629394531
-116.1910629272,-174.2113952637
-115.4262161255,-174.6621246338
-114.6745681763,-175.0920410156
-113.8843917847,-175.5302429199
-113.0626373291,-175.9704589844
-112.2577056885,-176.3846588135
-111.4612960815,-176.7772369385
-110.6466217041,-177.161026001
-109.8152236938,-177.5344085693
-108.9590606689,-177.8996276855
-108.1173934937,-178.2401123047
-107.2727432251,-178.5636749268
-106.4343032837,-178.8672027588
-105.5379638672,-179.1727142334
-104.6444320679,-179.4582214355
-103.7967910767,-179.71144104
-102.9087219238,-179.958984375
-102.0281982422,-180.1864776611
-101.1227493286,-180.4022064209
-100.2269134521,-180.5979309082
-99.1804351807,-180.8040924072
-98.2959976196,-180.9600219727
-97.3774414063,-181.1056976318
-96.4941482544,-181.2318572998
-95.5763168335,-181.3490142822
-94.6729354858,-181.451461792
-93.6298599243,-181.5568847656
-92.7351226807,-181.6389007568
-91.8376846313,-181.7151641846
-90.9102554321,-181.7890167236
-90.0109481812,-181.8562011719
-89.119430542,-181.9188232422
-88.2210006714,-181.9779052734
-87.3336639404,-182.0322418213
-86.4498519897,-182.0824737549
-85.5482635498,-182.1297454834
-84.6440734863,-182.172958374
-83.7325897217,-182.2124023438
-82.8409576416,-182.2469329834
-81.9303283691,-182.2788391113
-81.005279541,-182.3091430664
-79.9704360962,-182.3422393799
-78.9269790649,-182.3771209717
-78.0105895996,-182.4103546143
-77.1163253784,-182.4456176758
-76.0605316162,-182.4911651611
-74.8695526123,-182.5481262207
-73.9841461182,-182.5943450928
-72.9468307495,-182.6528320313
-71.9020767212,-182.7164459229
-70.7235794067,-182.7939453125
-69.8187026978,-182.8575592041
-68.7556152344,-182.9368286133
-67.8611526489,-183.006942749
-66.9236984253,-183.0820465088
-66.0458374023,-183.1533813477
-65.1354293823,-183.2284698486
-64.236656189,-183.303527832
-63.3209762573,-183.3807525635
-62.4416770935,-183.4555664063
-61.5409889221,-183.5328674316
-60.6290855408,-183.6117858887
-59.7280883789,-183.6904296875
-58.8246192932,-183.7699584961
-57.9374198914,-183.8486022949
-57.0252151489,-183.9296875
-56.1309356689,-184.0088195801
-55.2093200684,-184.0901489258
-54.321559906,-184.1681213379
-53.4411621094,-184.2449188232
-52.5335197449,-184.3234710693
-51.6443748474,-184.3998260498
-50.6123046875,-184.4876708984
-49.4320983887,-184.5870666504
-48.548210144,-184.6607818604
-47.6493415833,-184.7350769043
-46.7621574402,-184.8077850342
-45.8530540466,-184.8816375732
-44.9785652161,-184.9520721436
-44.0926589966,-185.0227508545
-43.2233390808,-185.091506958
-42.3318824768,-185.1613464355
-41.4556922913,-185.229385376
-40.5774497986,-185.2970123291
-39.6449737549,-185.3681030273
-38.6053543091,-185.4465637207
-37.4408378601,-185.5334014893
-36.5677032471,-185.5977935791
-35.6696777344,-185.6633911133
-34.8011016846,-185.7262115479
-33.9174957275,-185.7894897461
-32.8767471313,-185.8632354736
-31.7280750275,-185.9436035156
-30.8536109924,-186.0041046143
-29.9883174896,-186.0633544922
-29.1246013641,-186.121887207
-28.1124267578,-186.1897277832
-26.9364833832,-186.2675323486
-26.0695095062,-186.3246612549
-25.0579338074,-186.3921661377
-23.9221973419,-186.4693756104
-23.0825920105,-186.5275115967
-22.2545471191,-186.5865936279
-21.303314209,-186.6580352783
-20.2771472931,-186.7406005859
-19.1789245605,-186.8365631104
-18.1202945709,-186.9385528564
-17.0047302246,-187.0586242676
-15.8241930008,-187.201965332
-14.8059310913,-187.341506958
-13.8329753876,-187.490020752
-13.0163850784,-187.6262207031
-12.1352901459,-187.7853088379
-11.3304243088,-187.9417572021
-10.5451173782,-188.1046447754
-9.7528162003,-188.280090332
-8.8580322266,-188.4929504395
-8.0332489014,-188.7024230957
-7.0865159035,-188.9587402344
-6.3028330803,-189.1838684082
-5.5206017494,-189.4204101563
-4.7275896072,-189.6724243164
-3.8247778416,-189.9746246338
-2.7906243801,-190.3429107666
-1.9268728495,-190.6697540283
-1.1276156902,-190.9892883301
-0.3126823008,-191.3347473145
0.4878562391,-191.6948852539
1.3477630615,-192.1084747314
2.0815062523,-192.4896392822
2.9520089626,-192.9872283936
3.7442440987,-193.496307373
4.5855174065,-194.1071014404
5.2639803886,-194.6629638672
5.891497612,-195.2417755127
6.5240044594,-195.9000549316
7.0866799355,-196.5705566406
7.5733623505,-197.2343902588
8.0244684219,-197.9396514893
8.4390058517,-198.6800537109
8.8546514511,-199.5419921875
9.1639900208,-200.2954406738
9.4653711319,-201.1729888916
9.6877422333,-201.9725189209
9.8811159134,-202.87890625
10.0207309723,-203.8313293457
10.0978565216,-204.7722167969
10.1132516861,-205.7038269043
10.0680713654,-206.6428833008
9.980764389,-207.4569854736
9.8429040909,-208.301361084
9.6348142624,-209.2288970947
9.390042305,-210.0778656006
9.0559387207,-211.0059356689
8.7210645676,-211.7732391357
8.3075313568,-212.5850982666
7.8649535179,-213.3415985107
7.3240618706,-214.1519317627
6.6666197777,-215.0100402832
5.9491295815,-215.8336791992
5.3293423653,-216.4949188232
4.6705875397,-217.1758422852
4.0506472588,-217.8046875
3.4752912521,-218.3795013428
2.8839342594,-218.9612579346
2.2744362354,-219.5511474609
1.6391201019,-220.1558380127
1.0019534826,-220.752166748
0.2634028494,-221.4308929443
-0.3401797414,-221.9759368896
-1.1078951359,-222.6569519043
-1.718441844,-223.1889953613
-2.5791037083,-223.9257202148
-3.4650967121,-224.6734008789
-4.1241059303,-225.2244873047
-5.0143728256,-225.9648132324
-5.9140849113,-226.7118530273
-6.5721874237,-227.2585449219
-7.4734277725,-228.0076904297
-8.1338167191,-228.5570831299
-8.7802734375,-229.0953063965
-9.5134363174,-229.7062835693
-10.3999166489,-230.4458007813
-11.0817737579,-231.0151672363
-12.0067329407,-231.7883300781
-12.6938457489,-232.36328125
-13.5809907913,-233.106338501
-14.2603464127,-233.6758880615
-14.9293518066,-234.2372741699
-15.6073665619,-234.8067169189
-16.2869377136,-235.3779296875
-16.9701576233,-235.9526824951
-17.9380187988,-236.767791748
-18.629240036,-237.3504638672
-19.2993202209,-237.9158325195
-19.9753894806,-238.4867401123
-20.6423110962,-239.0506591797
-21.3368453979,-239.6399536133
-22.0383663177,-240.2372741699
-22.7238769531,-240.8229827881
-23.4236755371,-241.4231262207
-24.0534744263,-241.9651947021
-24.7668819427,-242.5814819336
-25.4488201141,-243.1728668213
-26.1335678101,-243.7689056396
-26.8234786987,-244.3717193604
-27.5254802704,-244.9874420166
-28.2277698517,-245.6058197021
-28.8309764862,-246.1389007568
-29.5263080597,-246.7555847168
-30.2048282623,-247.3596496582
-31.1422042847,-248.1979217529
-31.8241443634,-248.810546875
-32.4995422363,-249.4195709229
-33.1224021912,-249.983215332
-34.0593719482,-250.8348388672
-34.8820762634,-251.5863494873
-35.5321884155,-252.1826934814
-36.2999610901,-252.8905029297
-37.0379638672,-253.5762176514
-37.8788833618,-254.3636932373
-38.603477478,-255.0476074219
-39.1935768127,-255.6083374023
-39.8554344177,-256.2412414551
-40.6345024109,-256.9916687012
-41.4123344421,-257.7468566895
-42.1235084534,-258.4425964355
-42.8358726501,-259.14453125
-43.4268188477,-259.7307739258
-44.2168388367,-260.520111084
-45.0016365051,-261.3111572266
-45.6039428711,-261.9243469238
-46.1789894104,-262.5145568848
-46.9047050476,-263.2662963867
-47.66771698,-264.0651245117
-48.4404296875,-264.883605957
-49.200302124,-265.7001647949
-49.7732963562,-266.3237304688
-50.5120658875,-267.1385192871
-51.2377815247,-267.9543151855
-51.9807929993,-268.8071899414
-52.7138557434,-269.6664733887
-53.4274559021,-270.5207824707
-54.1393508911,-271.3930664063
-54.6744384766,-272.0645446777
-55.307598114,-272.8788757324
-55.9645042419,-273.7504577637
-56.6521072388,-274.698425293
-57.1159553528,-275.3624267578
-57.5862579346,-276.0597839355
-58.0216941833,-276.7312011719
-58.616027832,-277.6947631836
-59.0214004517,-278.3869018555
-59.5883903503,-279.4091796875
-59.9932937622,-280.185760498
-60.3800811768,-280.9723510742
-60.8170433044,-281.9242248535
-61.2651176453,-282.9898071289
-61.5713844299,-283.7861938477
-61.9293785095,-284.811920166
-62.1682128906,-285.5754394531
-62.3897514343,-286.363494873
-62.5841636658,-287.1412353516
-62.8305664063,-288.3022155762
-62.983127594,-289.1831970215
-63.1263008118,-290.2312316895
-63.2089347839,-291.0518188477
-63.2788467407,-292.1533813477
-63.3010444641,-293.2694091797
-63.283946991,-294.1054077148
-63.214389801,-295.2203369141
-63.1275444031,-296.0389709473
-63.0076980591,-296.8617248535
-62.8583183289,-297.6609191895
-62.6534538269,-298.5432128906
-62.3115348816,-299.7189331055
-61.9750900269,-300.6682434082
-61.6677436829,-301.4207458496
-61.2175712585,-302.3869934082
-60.7910194397,-303.1996765137
-60.379940033,-303.9156494141
-59.7635345459,-304.898223877
-59.1034164429,-305.8601989746
-58.6162528992,-306.5222167969
-57.9199981689,-307.4067993164
-57.1699905396,-308.2905273438
-56.6239624023,-308.8994750977
-56.0559692383,-309.5092773438
-55.2726364136,-310.3204040527
-54.6681289673,-310.9284362793
-53.9283714294,-311.6543884277
-53.3209381104,-312.2382507324
-52.4847335815,-313.0270690918
-51.7164039612,-313.7374572754
-51.0843544006,-314.3117980957
-50.3018379211,-315.0107727051
-49.6503219604,-315.5830078125
-48.7459564209,-316.3677978516
-47.8476715088,-317.1408996582
-47.1592140198,-317.7308959961
-46.3364105225,-318.434967041
-45.675075531,-319.003112793
-44.8360061646,-319.7292785645
-44.1644973755,-320.315826416
-43.5092048645,-320.8954467773
-42.6111335754,-321.7024841309
-41.9486122131,-322.3087158203
-41.2043647766,-323.003692627
-40.5617332458,-323.615814209
-39.7716903687,-324.3842773438
-39.1256980896,-325.0262145996
-38.5619735718,-325.596282959
-37.9967880249,-326.1761779785
-37.4325485229,-326.7638244629
-36.8004226685,-327.4327697754
-36.2343559265,-328.0415039063
-35.6082649231,-328.7256164551
-34.8227615356,-329.6005859375
-34.2188262939,-330.2860412598
-33.5210075378,-331.0888061523
-32.6948013306,-332.0458068848
-32.1333084106,-332.6959838867
-31.5300827026,-333.3917541504
-30.996925354,-334.0032653809
-30.4530410767,-334.6232299805
-29.8398342133,-335.3176574707
-29.0828990936,-336.16796875
-28.5371284485,-336.7763671875
-27.9773769379,-337.3962097168
-27.3578777313,-338.0775756836
-26.5635890961,-338.9452209473
-25.9296875,-339.6346435547
-25.2225799561,-340.4002380371
-24.5887393951,-341.0835571289
-24.0353412628,-341.6780090332
-23.4673480988,-342.2861328125
-22.8409862518,-342.9558105469
-22.2004508972,-343.6429138184
-21.6164569855,-344.2713928223
-20.8135757446,-345.1389770508
-20.2454605103,-345.7554626465
-19.6815013885,-346.3699951172
-19.0618362427,-347.0508117676
-18.5149974823,-347.657623291
-17.9002246857,-348.3463745117
-17.2199077606,-349.1170349121
-16.3915634155,-350.0661621094
-15.789478302,-350.7621459961
-15.1163253784,-351.5467529297
-14.5938873291,-352.1603393555
-13.9965667725,-352.8669433594
-13.2581233978,-353.7478942871
-12.6847877502,-354.4375610352
-11.9655208588,-355.3099975586
-11.3969011307,-356.0054321289
-10.8295087814,-356.7045288086
-10.3222723007,-357.3339233398
-9.821149826,-357.9598999023
-9.252869606,-358.6748352051
-8.4921913147,-359.6425170898
-7.9927077293,-360.2869873047
-7.2314176559,-361.2859191895
-6.5598287582,-362.1870727539
-6.0223836899,-362.9262084961
-5.5006551743,-363.6624450684
-4.9836111069,-364.4127502441
-4.2975769043,-365.4449462891
-3.8166835308,-366.199005127
-3.1735808849,-367.2559204102
-2.5525021553,-368.3387756348
-2.1152572632,-369.146270752
-1.6003637314,-370.1589660645
-1.211089015,-370.9820556641
-0.7570946217,-372.0276489258
-0.4208959043,-372.8805236816
-0.1123722792,-373.7398071289
0.2256449014,-374.79296875
0.4698012769,-375.6530456543
0.7667533755,-376.8507385254
1.0036135912,-377.9534606934
1.1689368486,-378.8164672852
1.3178100586,-379.6722106934
1.4879434109,-380.7519836426
1.6117625237,-381.6101074219
1.7406448126,-382.5737304688
1.8733733892,-383.650177002
1.9709550142,-384.503692627
2.0962750912,-385.6836242676
2.1806194782,-386.5278015137
2.2633528709,-387.3890991211
2.3758642673,-388.6028137207
2.4869294167,-389.8307189941
2.5628480911,-390.67578125
2.6682107449,-391.8561706543
2.7447698116,-392.7181091309
2.8482174873,-393.8877563477
2.9232640266,-394.7397460938
2.9984652996,-395.5942993164
3.076413393,-396.4747314453
3.1766579151,-397.5908203125
3.2667639256,-398.5769042969
3.3485915661,-399.4531555176
3.4637494087,-400.647644043
3.5482540131,-401.4929504395
3.6379408836,-402.3632202148
3.7690708637,-403.5867919922
3.8672456741,-404.4547424316
4.010178566,-405.6315002441
4.1239709854,-406.5001525879
4.2770438194,-407.5887756348
4.4102606773,-408.4656066895
4.5535693169,-409.3387451172
4.7036318779,-410.1885986328
4.8672819138,-411.0542602539
5.114171505,-412.2617492676
5.3752727509,-413.4346313477
5.5816364288,-414.2954711914
5.8759522438,-415.433807373
6.1993942261,-416.5791320801
6.4560618401,-417.4185791016
6.8314886093,-418.5465393066
7.2480621338,-419.6741333008
7.5748271942,-420.4816589355
7.9181323051,-421.2689819336
8.2867431641,-422.0513916016
8.6792945862,-422.8199462891
9.0971002579,-423.5724487305
9.5941505432,-424.3903503418
10.2594099045,-425.3709411621
10.9896087646,-426.3204345703
11.5532684326,-426.9789733887
12.3948926926,-427.8620910645
12.9920110703,-428.4260559082
13.8480186462,-429.1571655273
14.6231250763,-429.7487792969
15.3625497818,-430.2576599121
16.2693595886,-430.8140869141
16.9809055328,-431.202331543
17.8228588104,-431.6101379395
18.5644512177,-431.9261169434
19.4122447968,-432.240814209
20.4218006134,-432.5539855957
21.3193264008,-432.7797241211
22.1340255737,-432.9463500977
23.2557811737,-433.1264038086
24.0856761932,-433.2315673828
25.0423545837,-433.3334350586
26.1340255737,-433.4364624023
27.2286376953,-433.531829834
28.2533302307,-433.6146240234
29.5099334717,-433.7080078125
30.4983463287,-433.7737731934
31.5999412537,-433.8388671875
32.5969009399,-433.8901977539
33.47215271,-433.9293518066
34.5850906372,-433.9721374512
35.7250556946,-434.0110473633
36.8774833679,-434.0484619141
38.0041999817,-434.0872192383
39.2398109436,-434.1330871582
40.2343254089,-434.1727294922
41.3530197144,-434.2203674316
42.4522171021,-434.2705383301
43.4345245361,-434.3180847168
44.3075447083,-434.3623657227
45.1721572876,-434.4075012207
46.0374488831,-434.4537353516
47.0294685364,-434.5082397461
47.8723678589,-434.5556945801
48.7188796997,-434.6044311523
49.567615509,-434.6543273926
50.5553245544,-434.7137756348
51.5166091919,-434.7730712891
52.6129417419,-434.8422546387
53.4699401855,-434.8976135254
54.4667434692,-434.9633789063
55.6185913086,-435.0411682129
56.8870010376,-435.1289672852
57.7889289856,-435.1928405762
58.6622047424,-435.2557983398
59.5669822693,-435.3222045898
60.4519615173,-435.3883972168
61.4584503174,-435.4649963379
62.3506813049,-435.5341796875
63.2515907288,-435.6051940918
64.2699432373,-435.6869506836
65.2710113525,-435.7687683105
66.3689880371,-435.8601989746
67.4854660034,-435.9550170898
68.3382644653,-436.0288085938
69.302696228,-436.1134643555
70.4373321533,-436.2147521973
71.4956283569,-436.3096923828
72.4194107056,-436.3927612305
73.586227417,-436.4979553223
74.4737167358,-436.578125
75.4675292969,-436.6680297852
76.3234863281,-436.7456054688
77.4343261719,-436.8463439941
78.6385498047,-436.9540405273
79.7116699219,-437.0457763672
80.5661697388,-437.1148376465
81.5363235474,-437.1892089844
82.4311828613,-437.2538452148
83.3908157349,-437.318939209
84.2334823608,-437.3725585938
85.1878662109,-437.4290771484
86.3687591553,-437.4924926758
87.4478988647,-437.5424194336
88.294342041,-437.5763244629
89.3425674438,-437.6118774414
90.2117767334,-437.6360473633
91.2917785645,-437.6590881348
92.1374359131,-437.671875
93.3367385864,-437.6820983887
94.415687561,-437.6833496094
95.5167770386,-437.6768798828
96.3979187012,-437.6660461426
97.4107437134,-437.6472473145
98.4070358276,-437.6224365234
99.4152526855,-437.5907592773
100.2172241211,-437.5608215332
101.4847335815,-437.505065918
102.4052124023,-437.4580078125
103.5842056274,-437.3897094727
104.3906555176,-437.3377990723
105.2051696777,-437.281036377
106.0314941406,-437.2190551758
107.2220687866,-437.1219787598
108.044883728,-437.0494384766
109.2209854126,-436.9381408691
110.1879959106,-436.83984375
111.242401123,-436.7261657715
112.2969818115,-436.609375
113.2318344116,-436.505859375
114.420249939,-436.3768920898
115.2385406494,-436.2906188965
116.0757904053,-436.2044372559
116.881072998,-436.123626709
117.707611084,-436.0424194336
118.6361999512,-435.9520263672
119.4575042725,-435.8722229004
120.2651901245,-435.7938537598
121.2006835938,-435.7024841309
122.1233062744,-435.610534668
123.1481933594,-435.5039367676
124.0471954346,-435.4051818848
124.8552246094,-435.3122253418
125.6639785767,-435.2149963379
126.5510482788,-435.1035461426
127.6884613037,-434.9524230957
128.5029907227,-434.8362121582
129.5547180176,-434.6747131348
130.4459228516,-434.5280456543
131.2574615479,-434.3863525391
132.0486297607,-434.2398376465
132.9629974365,-434.058380127
134.1908569336,-433.791015625
135.2992095947,-433.5213317871
136.1664886475,-433.2885437012
137.2536621094,-432.9651794434
138.3244018555,-432.6061706543
139.211730957,-432.2743530273
140.2398223877,-431.8482666016
141.061126709,-431.4717407227
142.0569458008,-430.9651184082
142.817855835,-430.5359802246
143.7018585205,-429.9833984375
144.3690643311,-429.5209960938
145.2587890625,-428.8327941895
145.9778137207,-428.2066650391
146.5962219238,-427.6069946289
147.1519927979,-427.0097045898
147.7561798096,-426.282409668
148.2820281982,-425.5631408691
148.7368927002,-424.8511352539
149.1703796387,-424.0611572266
149.5416259766,-423.2557678223
149.8760070801,-422.3675537109
150.1128692627,-421.5726318359
150.3006439209,-420.7448425293
