world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake
-343.99713134765625,-343.4156494140625,-90.03398132324219,0.9878643488443697,3.57414333617633e-05,0.002072990407854517,-0.0004144703852944076,0.0,0.0,0,0.0
-343.996826171875,-343.53997802734375,-90.01976776123047,0.9972839256699142,0.006938320652982531,0.3986127451677924,0.2279869019985199,0.00725110387429595,1.0,0,0.0
-343.99627685546875,-343.6480407714844,-89.99496459960938,1.149979034619062,0.008535291329730008,0.42524879499547347,0.26933497190475464,0.00725110387429595,1.0,0,0.0
-343.99560546875,-343.7820739746094,-89.96324157714844,1.6045676693903215,0.011783891105015046,0.4207707242439142,0.38256534934043884,0.00725110387429595,1.0,0,0.0
-343.99468994140625,-343.9393005371094,-89.92626190185547,2.042733599211723,0.014748316891068156,0.41366218546582956,0.4815497100353241,0.00725110387429595,1.0,0,0.0
-343.9939880371094,-344.05322265625,-89.89971923828125,2.3155182133284975,0.01654121912390807,0.40929323441677734,0.5418045520782471,0.00725110387429595,1.0,0,0.0
-343.99310302734375,-344.187255859375,-89.86860656738281,2.604919823092409,0.018391962416546996,0.40452850876887464,0.6048567295074463,0.00725110387429595,1.0,0,0.0
-343.99224853515625,-344.3044738769531,-89.84161376953125,2.8374735174888857,0.019841351404413638,0.4006406330344509,0.6549899578094482,0.00725110387429595,1.0,0,0.0
-343.99114990234375,-344.4564514160156,-89.80681610107422,3.1172935652167966,0.02153532973615618,0.39581254411652844,0.7146868109703064,0.00725110387429595,1.0,0,0.0
-343.9897155761719,-344.6286315917969,-89.76757049560547,3.4111073728768924,0.023248877971176335,0.39050133513145735,0.7766644358634949,0.00725110387429595,1.0,0,0.0
-343.9880676269531,-344.81561279296875,-89.72526550292969,3.705334036365406,0.024896253726164046,0.38496632401629627,0.8376842141151428,0.00725110387429595,1.0,0,0.0
-343.9866027832031,-344.97430419921875,-89.6895980834961,3.9370144267128846,0.02614271582492146,0.38045207117051927,0.8849166035652161,0.00725110387429595,1.0,0,0.0
-343.98455810546875,-345.1694030761719,-89.64595794677734,4.202413881361872,0.027504712932726265,0.37499435741157605,0.9382829070091248,0.00725110387429595,1.0,0,0.0
-343.9825744628906,-345.3545227050781,-89.60484313964844,4.438015021766435,0.028674142064101453,0.3701845264100162,0.9848573803901672,0.00725110387429595,1.0,0,0.0
-343.9797058105469,-345.5982666015625,-89.55109405517578,4.727806100373862,0.03004754001477976,0.3641380465318576,1.041341781616211,0.00725110387429595,1.0,0,0.0
-343.9764709472656,-345.8598327636719,-89.49373626708984,5.017062764519008,0.031326400043241436,0.35774860701775674,1.0968592166900635,0.00725110387429595,1.0,0,0.0
-343.97283935546875,-346.13104248046875,-89.43476104736328,5.298011455282604,0.03246487633288953,0.35108968004819774,1.1495976448059082,0.00725110387429595,1.0,0,0.0
-343.9697570800781,-346.3488464355469,-89.3876953125,5.511037546613613,0.03330693541477413,0.34627302207919586,1.1890994310379028,0.00725110387429595,1.0,0,0.0
