world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake
-1314.9974365234375,-276.3739929199219,-90.0323486328125,0.9634891291167335,0.017666682785195488,1.0504664032353055,-2.6484194677323103e-05,0.0,0.0,0,0.0
-1314.9974365234375,-276.5024719238281,-90.0340805053711,0.9451529821195136,0.010528813204837483,0.6382370153313488,-0.21298208832740784,-0.00023498536029364914,1.0,0,0.0
-1314.9974365234375,-276.664306640625,-90.0336685180664,1.4491676824372899,0.0055756801347916765,0.2204447232748711,-0.0019782898016273975,-0.00040283205453306437,1.0,0,0.0
-1314.9979248046875,-276.8216857910156,-90.03678131103516,1.968388445859915,0.0006199157430442111,0.018044484683112334,-0.09081020951271057,-0.0023834274616092443,1.0,0,0.0
-1314.998046875,-276.92205810546875,-90.0440444946289,2.249960753560912,-0.0035977850186254983,-0.09161836474654769,-0.20134615898132324,-0.0037597832269966602,1.0,0,0.0
-1314.9984130859375,-277.0331726074219,-90.0555648803711,2.531834745700408,-0.006787185812962486,-0.15359461260859408,-0.2836196720600128,-0.004263331647962332,1.0,0,0.0
-1314.9990234375,-277.1537780761719,-90.06964111328125,2.8087860213601696,-0.009168664012468365,-0.1870288056093438,-0.3414381742477417,-0.004464751575142145,1.0,0,0.0
-1314.99951171875,-277.2914733886719,-90.08739471435547,3.0945484034040778,-0.011980504419743049,-0.2218187704427694,-0.4152633845806122,-0.004934732336550951,1.0,0,0.0
-1315.0,-277.4047546386719,-90.10271453857422,3.310257266724187,-0.01343026644076651,-0.23245727260038854,-0.45373815298080444,-0.004934732336550951,1.0,0,0.0
-1315.0006103515625,-277.52166748046875,-90.11873626708984,3.5178971936314163,-0.014678667377966886,-0.2390691873284619,-0.4863598048686981,-0.0049683027900755405,1.0,0,0.0
-1315.001220703125,-277.6415710449219,-90.13521575927734,3.7174997461577983,-0.0157232979256213,-0.24233310455234044,-0.5143020749092102,-0.0049683027900755405,1.0,0,0.0
-1315.0023193359375,-277.814697265625,-90.15902709960938,3.986054484672113,-0.01699712600537548,-0.2443162033555016,-0.5498151779174805,-0.0049683027900755405,1.0,0,0.0
-1315.00341796875,-278.00653076171875,-90.1853256225586,4.2608886178702035,-0.01818325351048359,-0.24450706669257208,-0.585049569606781,-0.0049683027900755405,1.0,0,0.0
-1315.0047607421875,-278.2084655761719,-90.21289825439453,4.529418312432401,-0.019261696635558177,-0.24365320522808973,-0.6188101172447205,-0.0049683027900755405,1.0,0,0.0
-1315.00634765625,-278.4169006347656,-90.24119567871094,4.788035189243637,-0.020230663865515048,-0.24208777345428767,-0.6508392691612244,-0.0049683027900755405,1.0,0,0.0
-1315.0079345703125,-278.6419372558594,-90.27168273925781,5.0494900894572,-0.02113715793619142,-0.23983865028575982,-0.6827927827835083,-0.0049683027900755405,1.0,0,0.0
-1315.009765625,-278.8778076171875,-90.30340576171875,5.307498250599906,-0.021927548270833177,-0.2367120600048226,-0.7139691114425659,-0.0049683027900755405,1.0,0,0.0
-1315.011962890625,-279.1280822753906,-90.33692169189453,5.564945677636174,-0.022719770563112036,-0.23391778283344125,-0.7443395853042603,-0.0049683027900755405,1.0,0,0.0
-1315.0150146484375,-279.4577941894531,-90.38079071044916,5.883042956492206,-0.02366437867693502,-0.23046946001107924,-0.7823817729949951,-0.0049683027900755405,1.0,0,0.0
-1315.016845703125,-279.65545654296875,-90.40704345703125,6.063727925491454,-0.024179716662248774,-0.22847139783636494,-0.8045069575309753,-0.0049683027900755405,1.0,0,0.0
-1315.0196533203125,-279.93963623046875,-90.44463348388672,6.31204795449468,-0.02484890411190515,-0.22555753865604236,-0.8348668813705444,-0.0049683027900755405,1.0,0,0.0
-1315.02294921875,-280.2364196777344,-90.48381805419922,6.558685019434827,-0.025469292204443342,-0.22249515502346695,-0.8648988008499146,-0.0049683027900755405,1.0,0,0.0
-1315.0263671875,-280.5379333496094,-90.5234603881836,6.797470943159434,-0.026036752557608546,-0.21946232298171836,-0.8937929272651672,-0.0049683027900755405,1.0,0,0.0
-1315.0301513671875,-280.852294921875,-90.56472778320312,7.035314814387645,-0.026554190458435406,-0.21625696687097304,-0.9223736524581909,-0.0049683027900755405,1.0,0,0.0
-1315.0341796875,-281.1741027832031,-90.60680389404297,7.268227135859805,-0.027026270078767206,-0.21304839161405856,-0.950153648853302,-0.0049683027900755405,1.0,0,0.0
-1315.040283203125,-281.6302185058594,-90.66625213623047,7.582204287581285,-0.0275919854519215,-0.20850102468731962,-0.987248420715332,-0.0049683027900755405,1.0,0,0.0
-1315.044189453125,-281.89752197265625,-90.70098114013672,7.7583790597072015,-0.027886638580500764,-0.20594248225560136,-1.007887363433838,-0.0049683027900755405,1.0,0,0.0
-1315.0496826171875,-282.2571716308594,-90.74761962890625,7.987206687395543,-0.028231763897876433,-0.20251813608246244,-1.03450345993042,-0.0049683027900755405,1.0,0,0.0
-1315.0552978515625,-282.61529541015625,-90.7939071655274,8.206533019412175,-0.0285291276320931,-0.19918180377757616,-1.0598243474960327,-0.0049683027900755405,1.0,0,0.0
-1315.0615234375,-282.9848327636719,-90.84151458740234,8.42465980595409,-0.028785594367147907,-0.19576893498932824,-1.084831714630127,-0.0049683027900755405,1.0,0,0.0
-1315.068359375,-283.3863525390625,-90.89312744140625,8.653082309188795,-0.02900662354054756,-0.19206461358338772,-1.1107869148254395,-0.0049683027900755405,1.0,0,0.0
-1315.075927734375,-283.7960205078125,-90.94562530517578,8.87779993575052,-0.029189095246844793,-0.1883806776222596,-1.13612961769104,-0.0049683027900755405,1.0,0,0.0
-1315.0836181640625,-284.1988525390625,-90.99703216552734,9.091195678755982,-0.029338793081991332,-0.18490232441447682,-1.1600006818771362,-0.0049683027900755405,1.0,0,0.0
-1315.0921630859375,-284.6186828613281,-91.05048370361328,9.306272686120609,-0.02944771256374981,-0.1812996567682774,-1.1838464736938477,-0.0049683027900755405,1.0,0,0.0
-1315.1015625,-285.068603515625,-91.10759735107422,9.529119613952322,-0.02951303521642304,-0.17745259259392604,-1.208391547203064,-0.0049683027900755405,1.0,0,0.0
-1315.1107177734375,-285.4891662597656,-91.16082763671875,9.730863422851838,-0.029550851508999332,-0.17399626558965273,-1.2304216623306274,-0.0049683027900755405,1.0,0,0.0
-1315.12109375,-285.9458923339844,-91.21871948242188,9.859662692248035,-0.029277298834960025,-0.1701336860621668,-1.261549472808838,-0.0049683027900755405,1.0,0,0.0
-1315.1317138671875,-286.3998718261719,-91.27745819091797,9.912356269639023,-0.028941960969153246,-0.16729095335999764,-1.2856547832489014,-0.0049683027900755405,1.0,0,0.0
-1315.145751953125,-286.9721374511719,-91.35173797607422,10.057043056539205,-0.02883675036495073,-0.16428482823147508,-1.3023009300231934,-0.0049683027900755405,1.0,0,0.0
-1315.154296875,-287.3072204589844,-91.39505004882812,10.162047043945472,-0.028840933715698402,-0.16261087588153583,-1.3102906942367554,-0.0049683027900755405,1.0,0,0.0
-1315.1663818359375,-287.7614440917969,-91.45339965820312,10.317929794565956,-0.028871764781390585,-0.1603253765730253,-1.3213396072387695,-0.0049683027900755405,1.0,0,0.0
-1315.1788330078125,-288.2191467285156,-91.51174926757812,10.48490744399767,-0.028905085855225887,-0.15795420870186008,-1.3333617448806763,-0.0049683027900755405,1.0,0,0.0
-1315.1925048828125,-288.695556640625,-91.57210540771484,10.664828138852734,-0.02890345428830038,-0.15528069428052724,-1.3469499349594116,-0.0049683027900755405,1.0,0,0.0
-1315.207275390625,-289.1956481933594,-91.635009765625,10.85728221729379,-0.02886115966961783,-0.15230503740387183,-1.362218976020813,-0.0049683027900755405,1.0,0,0.0
-1315.222412109375,-289.690185546875,-91.69676971435541,11.049210562438773,-0.028792027253461805,-0.14930097768007652,-1.3780525922775269,-0.0049683027900755405,1.0,0,0.0
-1315.2430419921875,-290.3468933105469,-91.77977752685547,11.304070613581121,-0.030798095259645664,-0.1561027526866053,-1.464388132095337,-0.005908271763473749,1.0,0,0.0
-1315.255615234375,-290.7208251953125,-91.83102416992188,11.448262583512424,-0.035071039436617935,-0.1755215061324505,-1.6201454401016235,-0.007217532489448786,1.0,0,0.0
-1315.2750244140625,-291.27325439453125,-91.91986846923828,11.65535475488118,-0.0459965529216283,-0.22611021061147787,-2.0378949642181396,-0.009970422834157944,1.0,0,0.0
