world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake
-1289.000244140625,344.2520751953125,-90.0031356811524,1.8469044801519736,0.0050659330592916245,0.1571580250819354,-0.002065100474283099,0.0,0.0,0,0.0
-1289.0001220703125,344.09478759765625,-90.00311279296875,1.7861514462941521,0.003753212450687139,0.12039456153349402,-0.002081960206851363,0.0,0.0,0,0.0
-1289.0006103515625,343.94635009765625,-90.02001190185541,1.8026998342496314,-0.004890494736062668,-0.15543576371458995,-0.24426302313804626,-0.00453189155086875,1.0,0,0.0
-1289.0010986328125,343.8383483886719,-90.03459930419922,1.937035396197934,-0.00644697540523444,-0.19069508200144136,-0.26034653186798096,-0.00453189155086875,1.0,0,0.0
-1289.00146484375,343.71331787109375,-90.05113220214844,2.189913546018165,-0.008145126793094362,-0.21310395822551098,-0.28818345069885254,-0.00453189155086875,1.0,0,0.0
-1289.001953125,343.5748291015625,-90.06912231445312,2.486566320836182,-0.009777766865632757,-0.2252993985575688,-0.3239136338233948,-0.00453189155086875,1.0,0,0.0
-1289.00244140625,343.46728515625,-90.0830078125,2.703621362103935,-0.010860285240936542,-0.23015248405526303,-0.3503776788711548,-0.00453189155086875,1.0,0,0.0
-1289.0030517578125,343.35791015625,-90.09703063964844,2.9123920537152457,-0.01184329243374628,-0.23299299362211356,-0.3756357431411743,-0.00453189155086875,1.0,0,0.0
-1289.0035400390625,343.23638916015625,-90.11260986328125,3.131495945331532,-0.012810191006264326,-0.23438184517334903,-0.4018738865852356,-0.00453189155086875,1.0,0,0.0
-1289.004150390625,343.1061706542969,-90.12918090820312,3.353766846599688,-0.013741354416736878,-0.234756098609084,-0.4281741976737976,-0.00453189155086875,1.0,0,0.0
-1289.0052490234375,342.89862060546875,-90.15544891357422,3.6831145377719583,-0.015043000297689395,-0.23401271981857477,-0.46672916412353516,-0.00453189155086875,1.0,0,0.0
-1289.0064697265625,342.67132568359375,-90.18401336669922,4.012036260942349,-0.016254078888204633,-0.23212278762236666,-0.5048712491989136,-0.00453189155086875,1.0,0,0.0
-1289.008056640625,342.4195556640625,-90.21552276611328,4.344665846090818,-0.01739314940835739,-0.22937293271178857,-0.5429492592811584,-0.00453189155086875,1.0,0,0.0
-1289.00927734375,342.23876953125,-90.23799896240234,4.566587643577097,-0.01811307959967433,-0.22725887935316777,-0.5680575966835022,-0.00453189155086875,1.0,0,0.0
-1289.0106201171875,342.0508117675781,-90.26129913330078,4.7848110389963905,-0.018787926563686285,-0.2249751087781398,-0.592503011226654,-0.00453189155086875,1.0,0,0.0
-1289.011962890625,341.8494567871094,-90.28612518310547,5.006291643472171,-0.01944278633851661,-0.22251680421932457,-0.6170555949211121,-0.00453189155086875,1.0,0,0.0
-1289.0145263671875,341.5374450683594,-90.32440185546875,5.328519933206099,-0.020307131833499668,-0.2183546931665156,-0.6522766351699829,-0.00453189155086875,1.0,0,0.0
-1289.0164794921875,341.3189392089844,-90.35099792480463,5.540731991726961,-0.020871533254648342,-0.2158280049315964,-0.6750681400299072,-0.00453189155086875,1.0,0,0.0
-1289.017333984375,341.2069396972656,-90.36461639404297,5.645833914358894,-0.021140766440767317,-0.21454245212060166,-0.6863448619842529,-0.00453189155086875,1.0,0,0.0
-1289.0184326171875,341.0888977050781,-90.37897491455078,5.754067899814191,-0.021413947882772767,-0.21322709681125793,-0.6981508135795593,-0.00453189155086875,1.0,0,0.0
-1289.020751953125,340.8556213378906,-90.40719604492188,5.960891572245381,-0.021939186594290325,-0.21087737095719983,-0.7210068702697754,-0.00453189155086875,1.0,0,0.0
-1289.0230712890625,340.61553955078125,-90.43618774414062,6.164903079489861,-0.02243448548460692,-0.20850217190931952,-0.7436971068382263,-0.00453189155086875,1.0,0,0.0
-1289.0257568359375,340.3556823730469,-90.46744537353521,6.3766013594669,-0.02292605754633128,-0.2059969922458121,-0.7672210931777954,-0.00453189155086875,1.0,0,0.0
-1289.029296875,340.0252685546875,-90.50711059570312,6.633544215849585,-0.02347038609808126,-0.2027194565668032,-0.795640230178833,-0.00453189155086875,1.0,0,0.0
-1289.032958984375,339.7174987792969,-90.54393768310547,6.862124092720959,-0.02394732140083207,-0.19994900730719625,-0.8206934928894043,-0.00453189155086875,1.0,0,0.0
-1289.0361328125,339.44622802734375,-90.57628631591797,7.055909524755266,-0.024334655732842034,-0.1976028122652981,-0.8418286442756653,-0.00453189155086875,1.0,0,0.0
-1289.0396728515625,339.1707763671875,-90.60911560058594,7.246014064782993,-0.024677439630703138,-0.19512903026680253,-0.8624671697616577,-0.00453189155086875,1.0,0,0.0
-1289.04541015625,338.73565673828125,-90.6607666015625,7.533800146527888,-0.02515568615296991,-0.19131239048063547,-0.8934423923492432,-0.00453189155086875,1.0,0,0.0
-1289.0494384765625,338.4485168457031,-90.69475555419922,7.716159995949933,-0.025432818376787222,-0.18884884486919845,-0.9129079580307007,-0.00453189155086875,1.0,0,0.0
